Age,WorkClass,fnlwgt,Education,EducationNum,MaritalStatus,Occupation,Relationship,Gender,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry,Income
35.0, Private,132879.0, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Husband, Male,15024.0,0.0,40.0, Italy,0.0
55.0, Self-emp-not-inc,51499.0, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,72.0,,0.0
29.0, Private,149943.0, Some-college,10.0, Never-married, Other-service, Not-in-family, Male,0.0,1590.0,, ?,0.0
, Private,184756.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Female,0.0,0.0,16.0, United-States,0.0
43.0, Self-emp-not-inc,176069.0, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, Female,0.0,0.0,16.0, United-States,0.0
39.0, Private,111000.0, Masters,14.0, Never-married, Other-service, Unmarried, Female,0.0,0.0,35.0, United-States,0.0
23.0, Local-gov,250165.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, Female,594.0,0.0,40.0, United-States,0.0
34.0, Private,301591.0, HS-grad,9.0, Never-married, Exec-managerial, Unmarried, Female,0.0,,, United-States,0.0
35.0, Private,241306.0, Some-college,10.0, Never-married, Sales, Not-in-family, Male,0.0,0.0,50.0, United-States,0.0
41.0, Private,347890.0, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
52.0, State-gov,334273.0, Assoc-acdm,, Married-civ-spouse, Sales,, Male,0.0,0.0,40.0, United-States,1.0
, Private,57108.0, 11th,7.0, Never-married, Sales, Own-child, Male,0.0,0.0,16.0, United-States,0.0
19.0, Private,230238.0, HS-grad,9.0, Never-married, Transport-moving, Own-child, Male,0.0,0.0,46.0, United-States,0.0
34.0,,226443.0, HS-grad,9.0, Divorced, Adm-clerical, Own-child, Male,0.0,0.0,40.0, United-States,0.0
45.0, ?,154430.0, Some-college,10.0, Divorced, ?, Not-in-family, Female,0.0,0.0,35.0, United-States,0.0
35.0, Private,209280.0, HS-grad,9.0, Divorced, Other-service, Unmarried, Female,0.0,0.0,31.0, United-States,0.0
44.0, Private,107218.0,,13.0, Married-civ-spouse,,, Male,0.0,0.0,40.0, United-States,1.0
19.0,,46162.0, HS-grad,9.0, Never-married, Farming-fishing,, Male,0.0,0.0,, United-States,0.0
49.0, Private,240859.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,,,0.0
38.0, Private,296999.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Female,0.0,0.0,70.0, United-States,0.0
70.0, Local-gov,31540.0, HS-grad,9.0, Widowed, Other-service, Not-in-family, Female,0.0,0.0,20.0, United-States,0.0
32.0, Private,131584.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,7298.0,0.0,40.0, United-States,0.0
28.0, State-gov,, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband,,0.0,0.0,40.0, Jamaica,1.0
, Private,392487.0, HS-grad,9.0, Married-civ-spouse, Sales, Wife, Female,0.0,0.0,40.0, United-States,0.0
33.0, Private,377283.0, Bachelors,13.0, Separated, Sales, Not-in-family,,,,50.0, United-States,0.0
, Private,48343.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,1902.0,40.0, United-States,0.0
36.0,,, HS-grad,9.0, Widowed, ?, Not-in-family, Female,0.0,,4.0, United-States,0.0
21.0, Private,116358.0, HS-grad,9.0, Never-married, Other-service, Own-child, Male,0.0,0.0,40.0, Philippines,0.0
45.0, Local-gov,93535.0, Masters,14.0,, Prof-specialty, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
27.0, ?,249463.0, Assoc-voc,11.0, Married-civ-spouse, ?, Husband, Male,0.0,0.0,20.0, United-States,0.0
39.0, Private,185520.0, Some-college,10.0, Never-married, Farming-fishing, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
44.0, State-gov,351228.0, HS-grad,9.0,, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States,0.0
43.0,,257780.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States,0.0
40.0, Private,92717.0, HS-grad,9.0, Never-married, Other-service, Unmarried, Female,0.0,,, United-States,0.0
17.0,,134480.0, 11th,7.0, Never-married, Priv-house-serv, Own-child, Female,0.0,0.0,25.0, United-States,0.0
32.0, Self-emp-not-inc,68879.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,50.0, United-States,1.0
35.0, Private,241306.0, Assoc-voc,11.0, Married-civ-spouse,, Husband, Male,,0.0,40.0,,0.0
33.0, Private,, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,20.0,,0.0
49.0, Self-emp-not-inc,39140.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,60.0, United-States,0.0
20.0, Private,173724.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,20.0, United-States,0.0
21.0, Private,342575.0, Some-college,10.0, Never-married, Sales, Own-child, Female,0.0,0.0,35.0, United-States,0.0
28.0, Private,337424.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,80.0, United-States,0.0
50.0, State-gov,24185.0,,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,38.0, United-States,1.0
72.0, Private,116640.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband,,3471.0,0.0,20.0, United-States,0.0
33.0, Private,288398.0, Bachelors,13.0, Divorced,, Not-in-family, Female,0.0,,45.0, United-States,0.0
40.0, Private,117523.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Female,0.0,0.0,40.0, Columbia,0.0
48.0, Self-emp-not-inc,108557.0, Some-college,10.0, Divorced, Sales, Not-in-family, Female,3325.0,0.0,, United-States,0.0
, Private,, HS-grad,9.0, Never-married, Sales, Own-child, Male,0.0,0.0,40.0,,0.0
35.0, Self-emp-not-inc,185848.0, HS-grad,9.0,, Exec-managerial,, Male,4650.0,0.0,50.0, United-States,0.0
26.0,,133766.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,70.0, United-States,0.0
23.0, Private,97472.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
55.0, Self-emp-inc,209569.0, HS-grad,9.0, Divorced,, Unmarried, Female,0.0,0.0,50.0,,0.0
27.0, Private,445365.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
22.0, Private,282202.0, HS-grad,9.0, Never-married, Exec-managerial, Unmarried, Male,0.0,0.0,40.0, Mexico,0.0
60.0, Self-emp-not-inc,27886.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,,,40.0, United-States,1.0
21.0, Private,92863.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
53.0, Private,120914.0, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, United-States,0.0
36.0, State-gov,166697.0, Bachelors,,, Prof-specialty, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
27.0, Self-emp-inc,113870.0, Masters,14.0, Never-married, Transport-moving, Own-child,,0.0,0.0,40.0, United-States,0.0
62.0, Federal-gov,34916.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States,1.0
48.0, Private,38819.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,75.0, United-States,1.0
23.0, Private,193537.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Male,0.0,0.0,20.0, United-States,0.0
20.0, ?,293136.0, Some-college,10.0, Never-married, ?, Own-child, Female,0.0,0.0,35.0, United-States,0.0
22.0, ?,34616.0, Some-college,10.0, Never-married, ?, Own-child, Female,,0.0,20.0, United-States,0.0
58.0, Self-emp-not-inc,189528.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,84.0, United-States,0.0
, Private,, HS-grad,9.0, Never-married, Other-service, Own-child, Female,0.0,0.0,30.0, United-States,0.0
31.0, Local-gov,314375.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,30.0, United-States,0.0
33.0, Private,112115.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband,,0.0,1902.0,45.0, United-States,1.0
, Private,189809.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,, Jamaica,1.0
27.0, Private,204497.0, 10th,6.0, Divorced, Transport-moving, Not-in-family,,,0.0,75.0, United-States,0.0
59.0,,98350.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, Male,0.0,0.0,40.0, China,0.0
66.0, Private,302072.0, Assoc-acdm,12.0, Divorced,,, Female,0.0,0.0,, United-States,0.0
61.0, Local-gov,313852.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
17.0, ?,634226.0, 10th,6.0, Never-married, ?, Own-child,,0.0,0.0,17.0, United-States,0.0
56.0, Self-emp-not-inc,186651.0, 11th,7.0, Widowed, Other-service, Unmarried, Female,0.0,0.0,50.0, United-States,0.0
41.0, Private,, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, Mexico,0.0
49.0, Private,155489.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,1.0
25.0, Private,101684.0, 10th,6.0,, Transport-moving, Husband,,0.0,0.0,40.0, United-States,0.0
28.0, Private,33798.0, 12th,8.0, Never-married, Transport-moving, Not-in-family, Male,0.0,0.0,50.0, United-States,0.0
30.0, ?,186420.0, Bachelors,13.0, Never-married, ?, Not-in-family, Female,0.0,,40.0, United-States,0.0
18.0, Private,328937.0, 7th-8th,4.0, Never-married, Other-service, Own-child, Male,0.0,0.0,20.0, United-States,0.0
29.0, Private,38353.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,45.0, United-States,0.0
40.0, Private,191196.0, Masters,, Never-married,, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
29.0, Private,206889.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
30.0, Federal-gov,49593.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,,40.0, United-States,0.0
26.0,,261278.0, Some-college,10.0, Separated, Sales, Other-relative,,0.0,0.0,30.0, United-States,0.0
37.0, Self-emp-inc,317580.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
31.0, Private,203408.0, Some-college,10.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,45.0, United-States,0.0
40.0, Private,185145.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Male,,0.0,40.0,,1.0
, Private,138626.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
22.0, Private,233495.0, 9th,5.0, Divorced, Priv-house-serv, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
38.0, Private,165930.0, HS-grad,9.0,,, Husband, Male,0.0,,40.0, United-States,0.0
39.0, Private,177140.0, HS-grad,9.0, Separated, Adm-clerical, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
34.0, Private,207564.0, Some-college,10.0, Married-civ-spouse, Other-service, Wife, Female,0.0,0.0,12.0, United-States,0.0
45.0, Local-gov,310260.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,50.0, United-States,1.0
46.0, Self-emp-inc,, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, Female,0.0,0.0,50.0, United-States,0.0
62.0, Private,177028.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,40.0, United-States,0.0
57.0, Self-emp-not-inc,, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,, United-States,1.0
41.0, Self-emp-inc,160120.0, Doctorate,16.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, Taiwan,1.0
80.0, ?,156942.0, 1st-4th,2.0, Separated, ?, Not-in-family, Male,0.0,0.0,15.0, United-States,0.0
,,188669.0, Some-college,10.0, Never-married, Sales, Own-child, Female,0.0,0.0,25.0, United-States,0.0
44.0, Private,155930.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,7688.0,0.0,55.0, United-States,1.0
52.0, Private,155496.0, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, Female,0.0,0.0,40.0, United-States,0.0
47.0, Local-gov,, Bachelors,13.0, Married-civ-spouse,, Husband, Male,0.0,0.0,50.0, United-States,1.0
36.0, Private,180859.0, Assoc-voc,11.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,38.0, United-States,0.0
32.0, Private,116365.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife,,0.0,0.0,20.0, United-States,0.0
42.0, Private,341204.0, Assoc-acdm,12.0, Divorced, Prof-specialty, Unmarried, Female,8614.0,0.0,40.0, United-States,0.0
40.0,,240504.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,45.0, United-States,1.0
30.0, Private,37210.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
38.0, Self-emp-inc,93225.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
34.0, Private,139753.0, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, Female,2174.0,0.0,50.0, United-States,0.0
40.0, Private,137421.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,60.0, Trinadad&Tobago,0.0
37.0, Self-emp-inc,183898.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States,1.0
33.0, Federal-gov,339388.0, Assoc-acdm,12.0, Divorced, Other-service, Unmarried, Male,0.0,0.0,40.0, United-States,0.0
24.0, Private,89154.0, 9th,5.0, Never-married, Other-service, Not-in-family, Male,0.0,0.0,40.0, El-Salvador,0.0
50.0, Private,146429.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,,0.0,, United-States,0.0
32.0, Private,174215.0, Some-college,10.0, Divorced, Sales, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
, Private,160829.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Wife, Female,0.0,,20.0, United-States,1.0
38.0, State-gov,142022.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, Female,0.0,0.0,40.0, United-States,0.0
52.0, Private,, Bachelors,13.0, Married-spouse-absent, Other-service, Other-relative, Female,0.0,0.0,40.0, Haiti,0.0
55.0, Self-emp-not-inc,204387.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, United-States,1.0
24.0, Private,324445.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
37.0, Private,, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,45.0, United-States,0.0
32.0, State-gov,119033.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States,0.0
27.0, Private,472070.0, Assoc-voc,11.0, Never-married, Machine-op-inspct, Not-in-family, Male,0.0,0.0,40.0,,0.0
34.0, Private,193036.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States,0.0
35.0, Private,144401.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, Female,0.0,0.0,40.0, Philippines,1.0
31.0, Local-gov,187689.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States,1.0
63.0, Private,84737.0, 7th-8th,4.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,, South,0.0
44.0, Private,120277.0, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, Male,0.0,0.0,45.0, United-States,0.0
28.0, State-gov,140239.0, HS-grad,9.0, Separated, Other-service, Own-child, Female,0.0,0.0,11.0, United-States,0.0
, Private,286230.0, 11th,, Divorced, Sales, Own-child, Female,0.0,0.0,20.0, United-States,0.0
36.0, Private,247558.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,5178.0,0.0,60.0, ?,1.0
63.0, Private,76286.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, India,1.0
27.0,,213842.0, Bachelors,13.0, Never-married, Adm-clerical, Own-child, Male,0.0,0.0,38.0, United-States,0.0
45.0, Private,259412.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,99999.0,0.0,50.0, United-States,1.0
24.0, Private,86745.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Other-relative, Female,0.0,,40.0, Philippines,0.0
, Private,194905.0, Bachelors,13.0, Widowed, Prof-specialty, Unmarried, Female,,0.0,44.0, United-States,0.0
56.0,,231232.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,30.0, Canada,0.0
, Private,170720.0, HS-grad,9.0, Never-married, Sales,, Male,0.0,,20.0, United-States,0.0
48.0, Private,109832.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,1902.0,40.0, United-States,1.0
,,197292.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Female,0.0,0.0,50.0, United-States,0.0
42.0, Self-emp-inc,130126.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,,40.0, United-States,1.0
32.0, Private,, HS-grad,9.0, Never-married, Adm-clerical,, Female,0.0,,35.0, United-States,0.0
23.0, Private,32732.0, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
52.0, Private,380633.0, 5th-6th,3.0, Widowed, Other-service, Unmarried, Female,0.0,0.0,40.0,,0.0
47.0, Private,155124.0, Assoc-voc,11.0, Divorced, Prof-specialty, Not-in-family, Female,0.0,1669.0,40.0, United-States,0.0
39.0, Local-gov,112284.0, Masters,14.0, Divorced, Prof-specialty, Not-in-family, Female,0.0,0.0,, United-States,0.0
56.0,,139616.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, Male,0.0,0.0,45.0, United-States,1.0
32.0, Private,157287.0, Bachelors,, Married-civ-spouse, Sales,,,0.0,0.0,40.0, United-States,0.0
46.0, ?,37672.0,,9.0, Divorced, ?, Not-in-family, Female,0.0,0.0,15.0, United-States,0.0
47.0, Private,39530.0,,9.0, Divorced, Other-service, Not-in-family, Female,,0.0,4.0, United-States,0.0
57.0, Private,102442.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
23.0, Private,235071.0, Some-college,10.0, Never-married, Exec-managerial, Own-child, Male,0.0,,, United-States,0.0
37.0,,454915.0, 10th,,, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
32.0, Private,307353.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
39.0, Self-emp-not-inc,289430.0, 5th-6th,3.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,50.0, Mexico,0.0
26.0, Private,340126.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, Male,0.0,0.0,50.0, United-States,0.0
20.0, ?,,,10.0, Never-married, ?, Own-child, Male,0.0,0.0,, United-States,0.0
35.0, Private,51700.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States,0.0
20.0, Private,146879.0, HS-grad,, Never-married, Other-service, Not-in-family, Male,0.0,2001.0,40.0, United-States,0.0
23.0, ?,141003.0, HS-grad,9.0, Never-married,, Own-child, Male,,0.0,60.0, United-States,0.0
, Private,47707.0,,9.0, Never-married, Other-service, Not-in-family,,0.0,0.0,40.0, United-States,0.0
31.0, Private,128591.0, 9th,5.0, Divorced, Transport-moving, Not-in-family, Male,,0.0,40.0, United-States,0.0
48.0, Local-gov,283037.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States,1.0
32.0, Private,244268.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,1672.0,48.0, United-States,0.0
29.0, Private,147755.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,1672.0,40.0, United-States,0.0
22.0,,150683.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, Male,0.0,0.0,24.0, United-States,0.0
45.0, Private,431245.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States,1.0
38.0, Private,200445.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,48.0, United-States,0.0
33.0, Private,162572.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, Male,0.0,0.0,60.0, United-States,0.0
51.0, Private,171275.0, 7th-8th,4.0, Divorced, Other-service, Not-in-family, Male,0.0,0.0,40.0, Peru,0.0
21.0, Private,170273.0, Some-college,10.0, Never-married, Prof-specialty, Own-child, Female,0.0,0.0,40.0, United-States,0.0
43.0,,174491.0, HS-grad,9.0, Divorced, Tech-support, Not-in-family, Female,0.0,0.0,40.0,,0.0
37.0, Self-emp-inc,132879.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,50.0, United-States,1.0
48.0, Private,116641.0,,9.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,45.0, United-States,0.0
32.0, Private,, 11th,7.0, Never-married, Craft-repair, Other-relative, Male,0.0,0.0,40.0, United-States,0.0
30.0, Private,, Some-college,10.0,, Handlers-cleaners, Husband, Male,0.0,0.0,40.0, United-States,0.0
58.0, Self-emp-not-inc,99141.0, HS-grad,9.0, Divorced, Farming-fishing, Unmarried, Female,0.0,0.0,10.0,,0.0
